RM_ERRECHNETE_RAUMTEMPERATUR_DSP_POINT_ID_Value,RM_RBG_RAUMTEMPERATUR_POINT_ID_Value,RM_ANSTEUERUNG_DSP_VENTIL_POINT_ID_Value,DSP_FLOOR_DISTRIBUTOR_FLUX_FLUX_ID_Value,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value,DSP_FLOOR_DISTRIBUTOR_LEISTUNG_EQUIPMENT_ID_Value,DSP_HK_CIRCUIT_DURCHFLUSS_EQUIP_ID_Value,DSP_HK_CIRCUIT_LEISTUNG_EQUIP_ID_Value,DSP_KK_CIRCUIT__24A1_AUSSENTEMPERATUR_EQUIP_ID_Value,DSP_KK_CIRCUIT_DS_VL_TEMPERATUR_EQUIP_ID_Value,DSP_KK_CIRCUIT_DS_RL_TEMPERATUR_EQUIP_ID_Value,DSP_KK_CIRCUIT_DS_VENTIL_V2_MISCHVENTIL__EQUIP_ID_Value,sunhour_value,timestamp
22,23.254623,0,0.88900006,30.57,35.39,4.9,3.4910002,16.7,-3.549167,35.753407,31.35007,100,0.983333333333333,2021-02-11T10:00:00.0000000Z
22,23.460152,0,0.8880001,30.72,35.28,4.6,3.5200002,17.2,-4.087006,35.5456,31.663273,100,0.983333333333333,2021-02-11T10:15:00.0000000Z
22,23.562483,0,0.91200006,30.849998,35.41,4.9,3.5200002,15.900001,-3.6208494,35.75343,31.663273,100,0.983333333333333,2021-02-11T10:30:00.0000000Z
22,23.764977,0,0.90400004,30.849998,35.76,5,3.486,16.7,-2.6375701,36.068058,31.663273,100,0.983333333333333,2021-02-11T10:45:00.0000000Z
22,23.870844,0,0.906,30.99,35.57,4.6,3.453,17.6,-2.1374226,35.75504,31.875757,100,1,2021-02-11T11:00:00.0000000Z
22,24.080133,0,0.90000004,30.99,35.739998,4.9,3.502,16.1,-2.0017836,36.06842,31.97725,100,1,2021-02-11T11:15:00.0000000Z
22,24.283415,0,0.9110001,31.099998,35.92,4.9,3.5360003,16.6,-2.6385305,36.175526,31.97725,100,1,2021-02-11T11:30:00.0000000Z
22,24.384327,0,0.744,31.08,35.739998,3.2,3.2500002,15.900001,-3.1389072,36.18147,32.08392,100,1,2021-02-11T11:45:00.0000000Z
22,24.484518,0,0.526,30.91,36.1,3.1000001,3.16,14.400001,-3.639794,36.383484,32.18946,100,1,2021-02-11T12:00:00.0000000Z
22,24.484518,0,0.528,31.029999,36.27,3,3.16,15.5,-3.8933058,36.490643,32.290634,100,1,2021-02-11T12:15:00.0000000Z
22,24.484518,0,0.51600003,31.029999,36.09,2.9,3.2,15.1,-3.7591057,36.497086,32.396114,100,1,2021-02-11T12:30:00.0000000Z
22,24.484518,0,0.526,31.14,36.29,3.1000001,3.16,14.6,-3.4973042,36.59175,32.396114,100,1,2021-02-11T12:45:00.0000000Z
22,24.484518,0,0.52400005,31.199999,36.36,3,3.2200003,15.2,-3.1396728,36.698666,32.49616,100,1,2021-02-11T13:00:00.0000000Z
22,24.484518,0,0.523,31.17,36.12,2.9,3.1740003,15.2,-2.8811698,36.49067,32.596237,100,1,2021-02-11T13:15:00.0000000Z
22,24.484518,0,0.528,31.24,36.41,3.1000001,3.1200001,14.5,-2.7957675,36.805862,32.696404,100,1,2021-02-11T13:30:00.0000000Z
22,24.484518,0,0.527,31.34,36.35,2.2,3.157,14.1,-2.5887942,36.7015,32.696404,100,1,2021-02-11T13:45:00.0000000Z
22,24.484518,0,0.36,31.189999,36.3,2.1000001,3.039,14.2,-2.7316856,36.69869,32.696404,100,1,2021-02-11T14:00:00.0000000Z
22,24.484518,0,0.36,31.25,36.43,2.1000001,3.006,13.900001,-2.9451299,36.812298,32.696404,100,1,2021-02-11T14:15:00.0000000Z
22,24.380999,0,0.106000006,31.24,36.42,0.5,3.0400002,12.900001,-3.0394287,37.0136,32.800312,100,1,2021-02-11T14:30:00.0000000Z
22,24.17658,0,0.096,31.15,36.54,0.5,2.6390002,11.900001,-2.9657803,36.9079,33.003178,100,1,2021-02-11T14:45:00.0000000Z
22,24.075464,0,0.096,30.34,36.85,0.7,2.64,12.2,-2.268092,37.220142,33.003178,100,0.65,2021-02-11T15:00:00.0000000Z
22,23.97473,0,0.108,30.039999,36.829998,0.8,2.68,12.7,-2.9511194,37.228157,33.209652,100,0.65,2021-02-11T15:15:00.0000000Z
22,23.872837,0,0.108,29.939999,36.98,0.8,2.64,12,-2.9784918,37.329994,33.311253,100,0.65,2021-02-11T15:30:00.0000000Z
22,23.771784,0,0.10700001,29.88,37.27,1.5,2.0400002,9.1,-3.324288,37.542713,33.732212,100,0.65,2021-02-11T15:45:00.0000000Z
22,23.566833,0,0.1,29.769999,37.19,0.8,2.0800002,10.2,-3.6654825,37.537796,33.732212,100,0.016666666666667,2021-02-11T16:00:00.0000000Z
22,23.460608,0,0.17400001,27.789999,36.67,3.8,2.2,10.2,-4.141729,37.007458,33.197895,100,0.016666666666667,2021-02-11T16:15:00.0000000Z
22,23.251783,0,0.624,29.099998,36.64,5.9,2.3200002,11.6,-4.642788,37.001884,32.765465,100,0.016666666666667,2021-02-11T16:30:00.0000000Z
22,23.251783,0,0.94600004,30.3,35.96,6.3,2.743,13.2,-5.258635,36.254322,32.134136,100,0.016666666666667,2021-02-11T16:45:00.0000000Z
22,23.147556,0,0.93600005,30.689999,36.1,5.8,2.69,12.400001,-5.6446133,36.35539,32.34723,100,0,2021-02-11T17:00:00.0000000Z
22,22.94505,7.7736855,0.93600005,30.849998,36.21,5.7000003,2.716,12.900001,-5.967548,36.458733,32.447884,100,0,2021-02-11T17:15:00.0000000Z
22,22.742367,12.88166,1.092,30.14,35.96,6.5,2.88,13.400001,-6.6471996,36.254692,32.244335,100,0,2021-02-11T17:30:00.0000000Z
22,22.742367,17.982292,1.092,30.83,35.96,6.4,2.8330002,13.2,-7.198133,36.2499,32.13413,100,0,2021-02-11T17:45:00.0000000Z
22,22.640354,23.04573,1.1880001,30.41,35.84,7.1,3.0400002,14.900001,-7.6480193,36.147182,32.032543,100,0,2021-02-11T18:00:00.0000000Z
22,22.539085,23.04573,1.194,30.76,35.61,6.6,3.058,14.900001,-7.765542,35.93927,31.930195,100,0,2021-02-11T18:15:00.0000000Z
22,22.539085,28.198147,1.1930001,30.679998,35.67,6.8,3.1200001,15,-7.814859,35.945683,31.82044,100,0,2021-02-11T18:30:00.0000000Z
20,22.235197,0,0.036000002,30.73,35.46,0.2,2.5270002,9.5,-7.9248967,35.828445,31.613815,100,0,2021-02-11T18:45:00.0000000Z
20,22.131233,0,0,30.529999,35.1,0,2.16,6.4,-8.194498,33.865505,31.618788,100,0,2021-02-11T19:00:00.0000000Z
20,22.02709,0,0,30.269999,34.59,0,2.801,14.1,-8.371134,34.385395,30.061699,100,0,2021-02-11T19:15:00.0000000Z
20,21.923574,0,0,30,34.09,0,2.871,8.5,-8.663523,33.865513,31.092817,100,0,2021-02-11T19:30:00.0000000Z
20,21.720753,0,0.095000006,29.769999,33.76,1.1,2.936,13,-8.674703,34.385185,30.986855,100,0,2021-02-11T19:45:00.0000000Z
20,21.620424,0,0.264,26.49,34.78,2.6000001,3.0800002,11.400001,-8.9522505,34.388626,30.77855,100,0,2021-02-11T20:00:00.0000000Z
20,21.519306,0,0.26500002,29.029999,33.79,1.3000001,3.0800002,12.400001,-9.192791,34.39263,30.98649,100,0,2021-02-11T20:15:00.0000000Z
20,21.519306,0,0.263,29.31,34.41,1.4,3.0800002,14.1,-9.228695,34.916016,30.673512,100,0,2021-02-11T20:30:00.0000000Z
20,21.417198,0,0.33100003,27.05,33.19,2.8,3.0800002,9.1,-9.649517,33.3438,31.192991,100,0,2021-02-11T20:45:00.0000000Z
20,21.315351,0,0.425,29.039999,34.38,2.3,3.2400002,15.6,-9.827311,34.38553,30.568207,100,0,2021-02-11T21:00:00.0000000Z
20,21.21222,0,0.432,29.179998,33.85,2.7,3.2050002,10.8,-9.927073,34.38863,30.879932,100,0,2021-02-11T21:15:00.0000000Z
20,21.21222,0,0.432,29.539999,34.36,2.3,3.1780002,15.1,-10.14997,34.384922,30.984924,100,0,2021-02-11T21:30:00.0000000Z
20,21.21222,0,0.432,29.33,34.62,2.6000001,3.2170002,12.400001,-10.334972,34.37239,30.7746,100,0,2021-02-11T21:45:00.0000000Z
20,21.111164,0,0.6,28.449999,33.23,3.7,3.3600001,14.2,-10.405812,33.842163,30.984924,100,0,2021-02-11T22:00:00.0000000Z
20,21.111164,0,0.648,29.099998,34.27,5,3.6000001,18.1,-10.651192,34.887337,30.360262,100,0,2021-02-11T22:15:00.0000000Z
20,21.010683,0,0.84200007,29.289999,33.219997,3.7,3.6000001,11.900001,-10.822139,33.837486,30.366293,100,0,2021-02-11T22:30:00.0000000Z
20,21.010683,0,0.84300005,29.25,34.01,4.7000003,3.6000001,17.300001,-11.169708,34.363884,30.367304,100,0,2021-02-11T22:45:00.0000000Z
20,20.906693,4.6653748,0.85200006,29.33,34.719997,4.5,3.5600002,13.5,-11.277325,34.365826,30.572569,100,0,2021-02-11T23:00:00.0000000Z
20,20.906693,4.6653748,0.85800004,29.58,33.36,4.6,3.5600002,16.800001,-11.425216,34.363754,30.785234,100,0,2021-02-11T23:15:00.0000000Z
20,20.906693,9.873581,0.85200006,29.32,34.68,4.6,3.6000001,14.8,-11.6532955,34.372383,30.474953,100,0,2021-02-11T23:30:00.0000000Z
20,20.802528,9.873581,0.851,29.64,33.489998,4.1,3.6000001,16,-11.909254,34.365448,30.885893,100,0,2021-02-11T23:45:00.0000000Z
20,20.802528,9.873581,0.85200006,29.33,34.32,4.8,3.6000001,17.300001,-12.241328,34.88222,30.46038,100,0,2021-02-12T00:00:00.0000000Z
20,20.699883,15.005875,0.85200006,29.55,33.64,3.7,3.68,13.400001,-12.52007,33.832348,30.671583,100,0,2021-02-12T00:15:00.0000000Z
20,20.699883,15.005875,0.93500006,28.74,33.7,5.5,3.8000002,19,-12.63149,33.94408,30.047104,100,0,2021-02-12T00:30:00.0000000Z
22,20.699883,100,1.1860001,27.91,33.68,8.2,4.0140004,19,-12.654646,34.566143,30.152084,100,0,2021-02-12T00:45:00.0000000Z
22,20.699883,100,1.2,29.34,33.57,5.8,4,19.1,-12.719754,33.838345,30.25306,100,0,2021-02-12T01:00:00.0000000Z
22,20.699883,100,1.199,29.31,34.3,6.7000003,4.013,19.800001,-12.8538,34.566135,30.14808,100,0,2021-02-12T01:15:00.0000000Z
22,20.699883,100,1.212,29.619999,34.23,6.5,4.038,18.7,-13.018697,34.573074,30.358334,100,0,2021-02-12T01:30:00.0000000Z
22,20.699883,100,1.2060001,29.63,34.29,6.4,4.038,19.1,-13.0887375,34.56994,30.466148,100,0,2021-02-12T01:45:00.0000000Z
22,20.699883,100,1.199,29.64,34.29,6.3,4.0420003,19.9,-13.155474,34.880775,30.466148,100,0,2021-02-12T02:00:00.0000000Z
22,20.699883,100,1.199,29.72,34.54,6.6,4.0010004,19,-13.280458,34.880775,30.566278,100,0,2021-02-12T02:15:00.0000000Z
22,20.699883,100,1.199,29.8,34.39,6.3,3.9860003,19.1,-13.522904,34.674076,30.566278,100,0,2021-02-12T02:30:00.0000000Z
22,20.699883,100,1.2,29.74,34.34,6.3,4.0210004,20.4,-13.69365,34.674076,30.566278,100,0,2021-02-12T02:45:00.0000000Z
22,20.699883,100,1.1880001,29.72,34.649998,6.7000003,4.0800004,18.7,-13.715212,34.9803,30.566278,100,0,2021-02-12T03:00:00.0000000Z
22,20.699883,100,1.19,29.849998,34.82,6.5,4.04,20.4,-13.694514,34.87615,30.566278,100,0,2021-02-12T03:15:00.0000000Z
22,20.699883,100,1.2030001,29.89,34.52,6.4,4.04,19.2,-13.74625,34.877384,30.566278,100,0,2021-02-12T03:30:00.0000000Z
22,20.699883,100,1.212,29.849998,34.8,6.8,4.117,20.800001,-13.750258,35.083694,30.67315,100,0,2021-02-12T03:45:00.0000000Z
22,20.699883,100,1.2,29.9,34.309998,6.6,4.1610003,21.7,-13.815031,34.674076,30.465263,100,0,2021-02-12T04:00:00.0000000Z
22,20.699883,100,1.2,29.779999,34.45,6.4,4.1600003,19.4,-13.847809,34.781853,30.465263,100,0,2021-02-12T04:15:00.0000000Z
22,20.699883,100,1.2080001,29.789999,34.66,6.7000003,4.2000003,20.7,-14.094982,34.887337,30.566278,100,0,2021-02-12T04:30:00.0000000Z
22,20.595997,100,1.2,29.849998,33.559998,5.1,4.211,16.2,-14.076703,33.838768,30.566278,100,0,2021-02-12T04:45:00.0000000Z
22,20.698307,100,1.2240001,29.529999,34.13,6.5,4.1600003,19.800001,-13.926727,34.36546,30.046795,100,0,2021-02-12T05:00:00.0000000Z
22,20.698307,100,1.2,29.519999,34.329998,6.2000003,4.2000003,19.800001,-13.934858,34.566143,30.046795,100,0,2021-02-12T05:15:00.0000000Z
22,20.698307,100,1.2,29.64,34.149998,6.2000003,4.164,21.4,-13.989981,34.359314,30.253405,100,0,2021-02-12T05:30:00.0000000Z
22,20.698307,100,1.202,29.65,34.079998,6.1,4.1600003,20.9,-14.009866,34.35945,30.253405,100,0,2021-02-12T05:45:00.0000000Z
22,20.698307,100,1.2030001,29.59,34.35,6.5,4.1600003,19.2,-13.986961,34.680027,30.253405,100,0,2021-02-12T06:00:00.0000000Z
22,20.698307,100,1.207,29.67,34.45,6.6,4.1200004,20.6,-13.960889,34.67845,30.253405,100,0,2021-02-12T06:15:00.0000000Z
22,20.698307,100,1.212,29.75,34.13,6.1,4.2000003,20.9,-14.155826,34.36547,30.253405,100,0,2021-02-12T06:30:00.0000000Z
22,20.696777,100,1.1880001,29.679998,34.2,6.2000003,4.2000003,19.9,-14.290689,34.467255,30.253405,100,0,2021-02-12T06:45:00.0000000Z
22,20.696777,100,1.212,29.689999,34.43,6.6,4.1610003,19.5,-13.654473,34.67845,30.253405,100,0.266666666666667,2021-02-12T07:00:00.0000000Z
22,21.002056,99.897194,1.2110001,29.779999,34.329998,6.7000003,4.201,21.300001,-12.653277,34.575317,30.253405,100,0.266666666666667,2021-02-12T07:15:00.0000000Z
22,20.459354,100,1.2110001,29.83,34.2,6,4.227,20.7,-12.15118,34.46636,30.3599,100,0.266666666666667,2021-02-12T07:30:00.0000000Z
22,20.874708,100,1.212,29.81,34.489998,6.5,4.181,19.300001,-11.150174,34.774406,30.3599,100,0.266666666666667,2021-02-12T07:45:00.0000000Z
22,21.175777,91.21113,1.189,29.91,34.61,6.2000003,4.1870003,20.1,-10.148556,34.884983,30.466148,100,1,2021-02-12T08:00:00.0000000Z
22,21.679565,66.09821,1.202,30.019999,34.399998,6,4.169,20.7,-9.145014,34.680046,30.566624,100,1,2021-02-12T08:15:00.0000000Z
22,21.87751,56.124496,1.212,30.119999,34.52,6.2000003,4.0020003,18.4,-7.6447554,34.88928,30.566624,100,1,2021-02-12T08:30:00.0000000Z
22,22.494703,100,1.2240001,30.15,34.96,6.7000003,3.8820002,18.300001,-7.143918,35.202408,30.879934,100,1,2021-02-12T08:45:00.0000000Z
22,22.38359,100,1.2,30.349998,34.73,5.7000003,4.2710004,21.300001,-6.806042,34.994713,30.569838,100,1,2021-02-12T09:00:00.0000000Z
22,22.687502,100,1.2,30.21,34.43,5.8,4.32,20.1,-6.631058,34.781853,30.67315,100,1,2021-02-12T09:15:00.0000000Z
22,22.994503,100,1.197,30.15,34.69,6.3,4.2400002,19.9,-6.018173,34.99469,30.67315,100,1,2021-02-12T09:30:00.0000000Z
22,23.41495,100,1.2,30.3,34.68,6.2000003,4.32,21.4,-5.6419067,34.884567,30.778545,100,1,2021-02-12T09:45:00.0000000Z
22,23.7233,100,1.2,30.349998,34.649998,6.2000003,4.2400002,21.300001,-5.141392,34.98854,30.87959,100,1,2021-02-12T10:00:00.0000000Z
22,23.346924,100,1.2110001,30.4,33.86,4.7000003,4.28,15.8,-5.003507,33.770596,30.87959,100,1,2021-02-12T10:15:00.0000000Z
22,23.764975,100,1.2360001,30.17,34.09,5.8,4.2060003,20.300001,-4.6413145,34.26466,30.56664,100,1,2021-02-12T10:30:00.0000000Z
22,23.870844,100,1.235,30.63,34.68,6.2000003,4.1920004,21.4,-4.295797,35.14188,31.084831,100,1,2021-02-12T10:45:00.0000000Z
22,23.976261,100,1.24,30.619999,34.34,5.4,4.2640004,18.5,-4.1403284,34.62848,31.087032,100,1,2021-02-12T11:00:00.0000000Z
22,24.080135,0,0.65400004,30.5,34.17,3.2,3.6390002,14.900001,-4.1563272,34.52275,30.985525,100,1,2021-02-12T11:15:00.0000000Z
22,24.080135,0,0.564,30.279999,34.77,2.8,3.279,14.900001,-4.157442,35.152054,31.192991,100,1,2021-02-12T11:30:00.0000000Z
22,24.080135,0,0.57600003,30.49,35.3,3.2,3.2860003,15.6,-4.373913,35.674755,31.611887,100,1,2021-02-12T11:45:00.0000000Z
22,24.080135,0,0.563,30.789999,35.76,2.9,3.3600001,16,-4.253303,35.674755,31.81404,100,1,2021-02-12T12:00:00.0000000Z
22,24.080135,0,0.564,30.949999,35.91,3.2,3.285,15,-4.1868715,36.202744,32.133762,100,1,2021-02-12T12:15:00.0000000Z
22,24.080135,0,0.564,31.23,35.96,3,3.3100002,15.400001,-3.9469,36.304356,32.133762,100,1,2021-02-12T12:30:00.0000000Z
22,24.080135,0,0.564,31.289999,35.96,3,3.3200002,15.400001,-3.5739079,36.294376,32.24079,100,1,2021-02-12T12:45:00.0000000Z
22,24.080135,0,0.57600003,31.31,36.48,3.3,2.861,13.900001,-3.3312244,36.702847,32.34635,100,1,2021-02-12T13:00:00.0000000Z
22,24.080135,0,0.57600003,31.529999,36.27,3.1000001,2.88,16.1,-3.1393623,36.602657,32.447853,100,1,2021-02-12T13:15:00.0000000Z
22,24.080135,0,0.564,31.57,35.95,2.8,3.2400002,14.8,-3.0366204,36.384068,32.13637,100,1,2021-02-12T13:30:00.0000000Z
22,24.080135,0,0.558,31.56,36.13,2.9,3.2400002,15.7,-2.913806,36.490643,32.34723,100,1,2021-02-12T13:45:00.0000000Z
22,24.080135,0,0.41400003,31.46,36.1,2.2,3.0460002,14.8,-2.522667,36.491016,32.447884,100,1,2021-02-12T14:00:00.0000000Z
22,24.080135,0,0.407,31.599998,36.52,2.2,3.0800002,14.7,-2.4777813,36.80581,32.65309,100,1,2021-02-12T14:15:00.0000000Z
22,24.080135,0,0.39600003,31.66,36.41,2.1000001,3.058,14.3,-2.866396,36.804283,32.65309,100,1,2021-02-12T14:30:00.0000000Z
22,23.979635,0,0.41000003,31.75,36.57,2.2,2.6160002,11,-3.1071415,37.21941,32.754864,100,1,2021-02-12T14:45:00.0000000Z
22,23.876354,0,0.108,31.89,37.45,0.7,1.9200001,10.3,-3.295291,38.258537,33.70353,100,1,2021-02-12T15:00:00.0000000Z
22,23.775839,0,0.10700001,31.789999,38.129997,0.7,1.9590001,9.8,-3.8315437,38.46077,34.230793,100,1,2021-02-12T15:15:00.0000000Z
22,23.566833,0,0.108,30.89,38.579998,0.90000004,1.9200001,9.8,-4.141695,38.986317,34.33317,100,1,2021-02-12T15:30:00.0000000Z
22,23.46061,0,0.108,30.599998,38.41,2.5,1.9950001,10.400001,-4.445719,38.778538,34.53811,100,1,2021-02-12T15:45:00.0000000Z
22,23.35582,0,0.275,29.34,37.989998,3,2.1100001,10.400001,-4.7907434,38.255943,34.332993,100,0.4,2021-02-12T16:00:00.0000000Z
22,23.251783,0,0.40100002,28.859999,37.48,5.3,2.3600001,11.8,-5.1815877,37.725285,33.19906,100,0.4,2021-02-12T16:15:00.0000000Z
22,23.044056,2.8007507,0.845,29.72,35.87,6,2.68,12.1,-5.4704885,36.67861,32.162373,100,0.4,2021-02-12T16:30:00.0000000Z
22,22.943985,7.827854,0.9480001,31.029999,36.39,6,3.0410001,13.7,-5.6763587,36.569412,32.369083,100,0.4,2021-02-12T16:45:00.0000000Z
22,22.843443,12.881756,0.9480001,31.06,34.75,4.4,3.0400002,14.2,-5.8890095,35.12381,31.644741,100,0,2021-02-12T17:00:00.0000000Z
22,22.742365,17.96465,1.1040001,30.269999,35.29,6,3.16,14.6,-6.144254,35.545578,31.221931,100,0,2021-02-12T17:15:00.0000000Z
22,22.640707,17.96465,1.212,30.33,34.89,6.6,3.2800002,16.1,-6.3317766,35.134552,31.114994,100,0,2021-02-12T17:30:00.0000000Z
22,22.640707,17.96465,1.213,30.31,34.78,6.2000003,3.4,14.900001,-6.5511246,35.125984,31.111877,100,0,2021-02-12T17:45:00.0000000Z
22,22.53909,23.04554,1.2140001,30.269999,34.77,6.2000003,3.4190001,14.6,-6.7060924,35.11681,31.111877,100,0,2021-02-12T18:00:00.0000000Z
22,22.53909,23.04554,1.212,30.31,34.21,5.4,3.3620002,14.6,-6.959489,34.6014,31.111877,100,0,2021-02-12T18:15:00.0000000Z
22,22.436039,33.26807,1.2240001,30.14,34.71,6.4,3.44,14.2,-7.07171,35.015827,31.009567,100,0,2021-02-12T18:30:00.0000000Z
20,22.0194,0,0.051000003,30.269999,36.25,0.3,2.7960002,15.7,-7.080759,36.754272,31.009567,100,0,2021-02-12T18:45:00.0000000Z
20,21.916147,0,0,30.09,35.739998,0,2.5600002,16.5,-7.168654,37.802227,32.262917,100,0,2021-02-12T19:00:00.0000000Z
20,21.812712,0,0,29.76,35.55,0,2.673,15.3,-7.1807714,37.80519,32.682518,100,0,2021-02-12T19:15:00.0000000Z
20,21.610952,0,0,29.59,35.53,0,2.653,16.4,-7.181772,38.31612,33.210514,100,0,2021-02-12T19:30:00.0000000Z
20,21.51071,0,0.006,29.439999,37.46,2.5,2.7810001,16.9,-7.2991076,38.211246,33.304356,100,0,2021-02-12T19:45:00.0000000Z
20,21.51071,0,0.263,27.289999,37.8,3.3,3.0400002,18.5,-7.456337,38.211277,32.6833,100,0,2021-02-12T20:00:00.0000000Z
20,21.410454,0,0.264,29.869999,37.43,2.4,3.0700002,18.5,-7.545651,37.792248,32.895622,100,0,2021-02-12T20:15:00.0000000Z
20,21.410454,0,0.26500002,30.88,37.91,2.1000001,3.0000002,16.800001,-7.658254,38.202908,32.997215,100,0,2021-02-12T20:30:00.0000000Z
20,21.309504,0,0.263,30.929998,37.98,2,3.0820003,18.5,-7.757528,38.30605,33.209633,100,0,2021-02-12T20:45:00.0000000Z
20,21.309504,0,0.432,30.119999,37.469997,4.1,3.2080002,18.300001,-7.9321995,37.989162,33.107533,100,0,2021-02-12T21:00:00.0000000Z
20,21.20904,0,0.42000002,31.16,37.969997,3.2,3.1750002,18.7,-8.146423,38.190186,32.996872,100,0,2021-02-12T21:15:00.0000000Z
20,21.20904,0,0.43100002,31.3,37.62,3.1000001,3.1610003,18.2,-8.217204,37.982815,32.996872,100,0,2021-02-12T21:30:00.0000000Z
20,21.106226,0,0.432,31.359999,37.969997,3.2,3.16,18.5,-8.283027,38.290207,32.996872,100,0,2021-02-12T21:45:00.0000000Z
20,21.106226,0,0.42000002,31.42,37.629997,3,3.2080002,19.5,-8.647215,37.98282,33.103985,100,0,2021-02-12T22:00:00.0000000Z
20,21.005499,0,0.432,30.56,37.85,4.2000003,3.2400002,18.5,-8.674448,38.198715,33.10711,100,0,2021-02-12T22:15:00.0000000Z
20,21.005499,0,0.648,30.82,37.43,5.3,3.3600001,19,-8.667582,37.792244,32.684975,100,0,2021-02-12T22:30:00.0000000Z
20,21.005499,4.818058,0.63500005,31.22,37.54,4.5,3.3200002,19.6,-8.81651,37.89117,32.89563,100,0,2021-02-12T22:45:00.0000000Z
20,20.903639,4.818058,0.648,31.26,37.629997,4.7000003,3.3600001,19.800001,-9.039198,37.992508,32.89563,100,0,2021-02-12T23:00:00.0000000Z
20,20.903639,4.818058,0.63600004,29.47,37.239998,7.5,3.5600002,22.1,-9.148257,37.56603,32.170185,100,0,2021-02-12T23:15:00.0000000Z
20,20.903639,4.818058,0.84000003,30.75,36.94,5.4,3.64,19.6,-9.181042,37.28426,32.267693,100,0,2021-02-12T23:30:00.0000000Z
20,20.80338,9.831047,0.85200006,31.039999,37.13,6,3.6000001,21.1,-9.332963,37.486702,32.16996,100,0,2021-02-12T23:45:00.0000000Z
20,20.80338,9.831047,0.84400004,31.099998,36.95,5.6,3.64,20.9,-9.310379,37.172913,32.274597,100,0,2021-02-13T00:00:00.0000000Z
20,20.80338,9.831047,0.855,31.06,37.17,5.9,3.6000001,20.7,-9.33886,37.486706,32.17326,100,0,2021-02-13T00:15:00.0000000Z
20,20.80338,9.831047,0.85200006,31.13,36.8,5.9,3.6000001,22,-9.381229,37.17323,32.27385,100,0,2021-02-13T00:30:00.0000000Z
20,20.80338,9.831047,0.851,31.099998,37.07,5.8,3.64,20.4,-9.471918,37.38096,32.173264,100,0,2021-02-13T00:45:00.0000000Z
20,20.80338,15.097713,0.85200006,31.16,37.059998,5.9,3.7600002,21.9,-9.560809,37.278866,32.274593,100,0,2021-02-13T01:00:00.0000000Z
20,20.698046,15.097713,0.9480001,30.55,36.73,6.6,3.7600002,22.7,-9.647949,37.066277,32.174057,100,0,2021-02-13T01:15:00.0000000Z
20,20.698046,15.097713,0.95100003,31.05,36.98,6.6,3.7580001,21.5,-9.8123045,37.282013,32.073597,100,0,2021-02-13T01:30:00.0000000Z
20,20.698046,15.097713,0.95100003,31.07,36.739998,6.2000003,3.7990003,22.7,-9.879311,37.06467,32.182373,100,0,2021-02-13T01:45:00.0000000Z
20,20.698046,15.097713,0.96000004,31.08,36.82,6.3,3.64,20.6,-9.856673,37.173225,32.081398,100,0,2021-02-13T02:00:00.0000000Z
20,20.698046,15.097713,0.9480001,31.05,37.03,6.6,3.7200003,21.800001,-9.86682,37.278866,32.08168,100,0,2021-02-13T02:15:00.0000000Z
22,20.698046,100,0.9480001,31.13,36.79,6.1,3.9610002,23,-9.968065,37.171646,32.189457,100,0,2021-02-13T02:30:00.0000000Z
22,20.698046,100,1.1880001,30.849998,36.37,7.9,3.92,22.300001,-10.148471,36.75423,31.455393,100,0,2021-02-13T02:45:00.0000000Z
22,20.698046,100,1.189,30.92,36.61,7.9,3.9320002,23.800001,-10.259534,36.85595,31.876644,100,0,2021-02-13T03:00:00.0000000Z
22,20.698046,100,1.212,31.01,36.399998,7.4,3.9600003,22.800001,-10.358244,36.750263,31.875757,100,0,2021-02-13T03:15:00.0000000Z
22,20.698046,100,1.2,30.99,36.82,8,3.9600003,22.300001,-10.6491585,37.069584,31.875757,100,0,2021-02-13T03:30:00.0000000Z
22,20.698046,100,1.197,31.099998,36.43,7.3,3.9190001,23.800001,-10.895389,36.750263,31.875757,100,0,2021-02-13T03:45:00.0000000Z
22,20.698046,100,1.2,31,36.719997,7.9,4,22.5,-10.810626,37.062466,31.875757,100,0,2021-02-13T04:00:00.0000000Z
22,20.698046,100,1.212,31.099998,36.57,7.8,3.9610002,23.5,-10.789285,36.856316,31.875757,100,0,2021-02-13T04:15:00.0000000Z
22,20.698046,100,1.212,31.099998,36.54,7.3,3.9770002,23.300001,-10.695465,36.96664,31.875757,100,0,2021-02-13T04:30:00.0000000Z
22,20.698046,100,1.2,31.07,36.8,7.2000003,3.9720001,22.1,-10.687406,37.17128,31.875757,100,0,2021-02-13T04:45:00.0000000Z
22,20.698046,100,1.2,31.16,36.55,7.7000003,3.92,24.5,-10.772511,36.858505,31.976906,100,0,2021-02-13T05:00:00.0000000Z
22,20.698046,100,1.202,31.109999,36.63,7.2000003,3.9600003,22.1,-10.784617,36.961258,31.871756,100,0,2021-02-13T05:15:00.0000000Z
22,20.698046,100,1.212,31.119999,36.71,7.7000003,3.9550002,23.1,-10.828363,36.963505,31.871756,100,0,2021-02-13T05:30:00.0000000Z
