RM_ERRECHNETE_RAUMTEMPERATUR_DSP_POINT_ID_Value,RM_RBG_RAUMTEMPERATUR_POINT_ID_Value,RM_ANSTEUERUNG_DSP_VENTIL_POINT_ID_Value,DSP_FLOOR_DISTRIBUTOR_FLUX_FLUX_ID_Value,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value,DSP_FLOOR_DISTRIBUTOR_LEISTUNG_EQUIPMENT_ID_Value,DSP_HK_CIRCUIT_DURCHFLUSS_EQUIP_ID_Value,DSP_HK_CIRCUIT_LEISTUNG_EQUIP_ID_Value,DSP_KK_CIRCUIT__24A1_AUSSENTEMPERATUR_EQUIP_ID_Value,DSP_KK_CIRCUIT_DS_VL_TEMPERATUR_EQUIP_ID_Value,DSP_KK_CIRCUIT_DS_RL_TEMPERATUR_EQUIP_ID_Value,DSP_KK_CIRCUIT_DS_VENTIL_V2_MISCHVENTIL__EQUIP_ID_Value,sunhour_value,timestamp
22,20.698046,100,1.1880001,31.16,36.3,6.7000003,4.04,23.7,-10.881033,36.856316,31.871756,100,0,2021-02-13T05:45:00.0000000Z
22,20.698046,100,1.189,31.01,36.52,7.5,4.097,22.9,-10.803399,36.85595,31.557264,100,0,2021-02-13T06:00:00.0000000Z
22,20.698046,100,1.2010001,31.029999,36.25,7.1,4.1200004,24.1,-10.791496,36.54109,31.660095,100,0,2021-02-13T06:15:00.0000000Z
22,20.698046,100,1.2030001,30.97,36.26,7.3,4.149,22.800001,-10.919045,36.651802,31.55815,100,0,2021-02-13T06:30:00.0000000Z
22,20.800184,100,1.207,30.96,32.079998,1.5,4.04,4.9,-10.980409,32.289204,31.143229,100,0,2021-02-13T06:45:00.0000000Z
22,20.900982,100,1.2240001,29.179998,32.21,5.2000003,4.0810003,16.6,-10.956505,32.821186,29.5772,100,0.333333333333333,2021-02-13T07:00:00.0000000Z
22,21.107124,94.64378,1.212,28.539999,31.699999,4,3.9610002,11.400001,-10.148619,32.296005,28.949179,100,0.333333333333333,2021-02-13T07:15:00.0000000Z
22,21.212421,84.17282,1.2360001,28.81,32.219997,5,3.8400002,14.7,-9.648279,32.294327,29.267363,100,0.333333333333333,2021-02-13T07:30:00.0000000Z
22,21.524858,73.75708,1.2,28.849998,32.35,4.8,3.7210002,13.400001,-9.519985,32.60843,29.37039,100,0.333333333333333,2021-02-13T07:45:00.0000000Z
22,21.62721,58.55694,1.223,28.98,32.76,5.5,3.7610002,15.6,-9.108826,32.915916,29.577179,100,0.983333333333333,2021-02-13T08:00:00.0000000Z
22,22.029913,43.40391,1.2240001,29.16,33.079998,5.5,3.6870003,15.8,-8.146661,33.342205,29.682467,100,0.983333333333333,2021-02-13T08:15:00.0000000Z
22,22.232145,38.392735,1.2240001,29.4,33.3,5.6,3.7180002,15.7,-7.562928,33.65803,30.099087,100,0.983333333333333,2021-02-13T08:30:00.0000000Z
22,22.335539,33.223057,1.2240001,29.64,33.579998,5.6,3.7200003,16.1,-7.101488,33.865486,30.099087,100,0.983333333333333,2021-02-13T08:45:00.0000000Z
22,22.542953,22.852325,1.2360001,29.73,33.59,5.4,3.7200003,15.8,-6.6435814,33.970814,30.308659,100,1,2021-02-13T09:00:00.0000000Z
22,22.542953,17.837524,1.2240001,29.789999,33.969997,5.9,3.775,16.800001,-6.379772,34.39263,30.409658,100,1,2021-02-13T09:15:00.0000000Z
22,22.64325,12.740135,1.212,29.949999,34.01,5,3.7600002,15.3,-6.142462,34.290268,30.62278,100,1,2021-02-13T09:30:00.0000000Z
22,22.84916,7.542038,1.008,29.97,34.41,5,3.44,16.7,-5.8848763,34.901543,30.62278,100,1,2021-02-13T09:45:00.0000000Z
22,23.052614,0,0.9110001,30.21,34.69,4.7000003,3.4800003,16.1,-5.587565,35.00564,30.930038,100,1,2021-02-13T10:00:00.0000000Z
22,23.153412,0,0.91,30.41,34.969997,4.7000003,3.4800003,15.6,-5.1408286,35.208775,31.143196,100,1,2021-02-13T10:15:00.0000000Z
22,23.254372,0,0.9110001,30.529999,34.79,4.4,3.5240002,15.6,-4.6401234,35.10234,31.249529,100,1,2021-02-13T10:30:00.0000000Z
22,23.355347,0,0.9110001,30.51,34.86,4.4,3.4800003,15.5,-4.407618,35.202408,31.249529,100,1,2021-02-13T10:45:00.0000000Z
22,23.355347,0,0.9110001,30.55,34.85,4.4,3.44,15.400001,-4.4355483,35.20236,31.249529,100,1,2021-02-13T11:00:00.0000000Z
22,23.56248,0,0.89900005,30.57,35.149998,4.7000003,3.4980001,16,-4.139718,35.408237,31.249529,100,1,2021-02-13T11:15:00.0000000Z
22,23.56248,0,0.91200006,30.71,35.09,4.4,3.45,16.7,-3.9676478,35.302013,31.350073,100,1,2021-02-13T11:30:00.0000000Z
22,23.664658,0,0.61700004,30.64,35.38,2.8,3.16,15.5,-3.828958,35.91687,31.660934,100,1,2021-02-13T11:45:00.0000000Z
22,23.664658,0,0.528,30.66,35.67,3,3.16,15.400001,-3.522323,35.91687,31.770254,100,1,2021-02-13T12:00:00.0000000Z
22,23.664658,0,0.54,30.779999,35.62,3,3.1610003,15.2,-3.464944,36.018,31.875757,100,1,2021-02-13T12:15:00.0000000Z
22,23.765762,0,0.527,30.83,36.059998,3.1000001,3.1200001,15.7,-3.3946097,36.331497,31.977596,100,1,2021-02-13T12:30:00.0000000Z
20,23.561575,0,0.032,30.97,36.8,0.1,2.2,13.7,-3.1391299,37.486687,32.709923,100,1,2021-02-13T12:45:00.0000000Z
20,23.461393,0,0,30.789999,36.62,0,2.2,11.3,-2.9135385,39.042274,34.246506,100,1,2021-02-13T13:00:00.0000000Z
20,23.461393,0,0,30.55,36.57,0,1.96,10.900001,-2.8529966,39.65758,34.753895,100,1,2021-02-13T13:15:00.0000000Z
20,23.461393,0,0,30.3,36.94,0,1.9240001,10.8,-2.9075913,40.069798,35.27577,100,1,2021-02-13T13:30:00.0000000Z
20,23.461393,0,0,30.06,37.16,0,1.96,13.2,-2.722064,40.2796,35.27577,100,1,2021-02-13T13:45:00.0000000Z
20,23.461393,0,0,29.849998,37.17,0,2.315,13.5,-2.8520448,39.539368,34.033154,100,1,2021-02-13T14:00:00.0000000Z
20,23.461393,0,0,29.64,36.84,0,2.279,12.8,-2.913104,39.64721,34.764214,100,1,2021-02-13T14:15:00.0000000Z
20,23.35582,0,0,29.55,36.87,0,1.96,11.400001,-2.9437482,40.06265,35.27584,100,1,2021-02-13T14:30:00.0000000Z
20,23.35582,0,0,29.449999,37.27,0,1.96,10.1,-2.9353142,40.488155,35.804684,100,1,2021-02-13T14:45:00.0000000Z
20,23.251783,0,0,29.359999,37.39,0,1.8130001,10.400001,-2.9407322,40.70256,36.011078,100,1,2021-02-13T15:00:00.0000000Z
20,23.251783,0,0,29.269999,37.69,0,1.845,12,-2.9457536,40.083202,35.277576,100,1,2021-02-13T15:15:00.0000000Z
20,23.147558,0,0,29.199999,37.149998,0,2.24,12.8,-2.9457536,39.776848,34.75274,100,1,2021-02-13T15:30:00.0000000Z
20,22.945051,0,0,29.119999,36.989998,0,2.2840002,12.6,-3.0471284,39.776478,35.06846,100,1,2021-02-13T15:45:00.0000000Z
20,22.844524,0,0,29.06,37.01,0,2.288,12.7,-3.268603,40.299885,35.27545,100,0.866666666666667,2021-02-13T16:00:00.0000000Z
20,22.742367,0,0,28.99,37.09,0,2.305,12.7,-3.639951,40.093075,35.38312,100,0.866666666666667,2021-02-13T16:15:00.0000000Z
20,22.539087,0,0,28.91,37.09,0,2.299,13.5,-3.7911131,40.49451,35.38312,100,0.866666666666667,2021-02-13T16:30:00.0000000Z
20,22.539087,0,0,28.84,37.18,0,2.3200002,13.5,-4.640432,40.5961,35.590145,100,0.866666666666667,2021-02-13T16:45:00.0000000Z
20,22.334639,0,0,28.74,37.29,0,2.3200002,12.400001,-5.140905,40.38924,35.590145,100,0,2021-02-13T17:00:00.0000000Z
20,22.229467,0,0,28.68,37.19,0,2.3200002,12.8,-5.6974964,40.392883,35.590145,100,0,2021-02-13T17:15:00.0000000Z
20,22.019398,0,0,28.609999,37.23,0,2.2840002,12.2,-5.946222,40.389217,35.590145,100,0,2021-02-13T17:30:00.0000000Z
20,22.019398,0,0,28.55,37.11,0,2.2800002,13.5,-5.8376503,40.186626,35.590145,100,0,2021-02-13T17:45:00.0000000Z
20,21.916147,0,0.108,27.09,39.75,1.5,2.4,13.7,-5.6862135,40.08012,35.38368,100,0,2021-02-13T18:00:00.0000000Z
20,21.812712,0,0.108,24.81,39.8,1.6,2.3990002,12.900001,-5.5425386,40.186134,35.068825,100,0,2021-02-13T18:15:00.0000000Z
20,21.510712,0,0.096,24.84,39.16,1.6,2.5990002,15.2,-5.302375,39.576828,34.22829,100,0,2021-02-13T18:30:00.0000000Z
20,21.510712,0,0.096,25.91,38.73,1.3000001,2.6000001,14.7,-5.3476553,39.15423,34.126617,100,0,2021-02-13T18:45:00.0000000Z
20,21.510712,0,0.132,29.51,38.579998,2.6000001,2.723,17,-5.511755,38.942375,33.700138,100,0,2021-02-13T19:00:00.0000000Z
20,21.409964,0,0.27100003,29.64,38.14,2.7,2.88,16.1,-5.8461266,38.537125,33.391365,100,0,2021-02-13T19:15:00.0000000Z
20,21.309504,0,0.264,30.76,38.35,2.3,2.92,17.5,-6.2013927,38.749393,33.602272,100,0,2021-02-13T19:30:00.0000000Z
20,21.309504,0,0.263,30.82,38.37,2.2,2.8960001,16,-6.6778316,38.746613,33.70358,100,0,2021-02-13T19:45:00.0000000Z
20,21.209042,0,0.263,30.96,38.32,2.2,3.0400002,18.7,-6.8971024,38.64364,33.495502,100,0,2021-02-13T20:00:00.0000000Z
20,21.209042,0,0.263,31.039999,38.19,2.1000001,3.0000002,17.7,-7.160185,38.541008,33.49501,100,0,2021-02-13T20:15:00.0000000Z
20,21.106226,0,0.263,31.01,38.399998,3.3,3.006,17.9,-7.6443667,38.749023,33.49501,100,0,2021-02-13T20:30:00.0000000Z
20,21.106226,0,0.432,30.4,37.809998,3.5,3.16,19.6,-8.171242,38.22591,33.18287,100,0,2021-02-13T20:45:00.0000000Z
20,21.106226,0,0.432,31.109999,38,3.4,3.163,17.4,-8.421655,38.332993,33.389427,100,0,2021-02-13T21:00:00.0000000Z
20,21.005499,0,0.619,29.019999,37.61,6.3,3.2810001,21.2,-8.556155,38.019165,32.667416,100,0,2021-02-13T21:15:00.0000000Z
20,21.005499,0,0.63500005,30.8,37.29,4.7000003,3.496,20.1,-8.48027,37.601875,32.444366,100,0,2021-02-13T21:30:00.0000000Z
20,21.005499,0,0.63600004,30.929998,37.6,4.8,3.5410001,21.7,-8.645092,37.80835,32.55303,100,0,2021-02-13T21:45:00.0000000Z
20,20.900288,4.9856186,0.63600004,30.99,37.21,4.5,3.5460002,21.6,-9.212455,37.594696,32.653088,100,0,2021-02-13T22:00:00.0000000Z
20,20.900288,10.182762,0.648,31.039999,37.43,4.8,3.4850001,20,-9.44294,37.802597,32.755856,100,0,2021-02-13T22:15:00.0000000Z
20,20.796345,10.182762,0.78000003,29.289999,37.02,7.2000003,3.6780002,21.6,-9.902365,37.509724,32.649475,100,0,2021-02-13T22:30:00.0000000Z
20,20.796345,10.182762,0.851,30.83,37.11,6.1,3.7150002,21.9,-10.065023,37.401268,32.440483,100,0,2021-02-13T22:45:00.0000000Z
20,20.796345,10.182762,0.85200006,30.9,37.39,6.3,3.69,21.7,-10.078143,37.707207,32.33564,100,0,2021-02-13T23:00:00.0000000Z
20,20.796345,10.182762,0.864,31.019999,37.079998,6,3.7200003,22.7,-10.2545,37.39786,32.43638,100,0,2021-02-13T23:15:00.0000000Z
20,20.796345,15.345573,0.85200006,31.01,37.23,6.1,3.6970003,21.2,-10.521623,37.60431,32.43638,100,0,2021-02-13T23:30:00.0000000Z
20,20.693089,15.345573,0.9480001,30.48,37.43,7.5,3.732,21.5,-10.819834,37.808563,32.332127,100,0,2021-02-13T23:45:00.0000000Z
20,20.693089,15.345573,0.9480001,30.91,37.05,6.6,3.7250001,22.300001,-11.148409,37.40128,32.338173,100,0,2021-02-14T00:00:00.0000000Z
20,20.693089,15.345573,0.9480001,30.929998,37.11,6.7000003,3.7600002,21.300001,-11.431637,37.50462,32.236893,100,0,2021-02-14T00:15:00.0000000Z
20,20.693089,15.345573,0.9480001,30.98,36.95,7,3.8000002,22.7,-11.554706,37.196037,32.236893,100,0,2021-02-14T00:30:00.0000000Z
20,20.693089,15.345573,0.9480001,30.98,37.059998,6.5,3.7600002,21,-11.741067,37.409786,32.236893,100,0,2021-02-14T00:45:00.0000000Z
20,20.693089,15.345573,1.126,30.99,37.3,6.9,3.7440002,22.9,-11.976698,37.620674,32.23641,100,0,2021-02-14T01:00:00.0000000Z
20,20.693089,15.345573,1.2,30.65,36.51,8.7,3.9600003,24.5,-12.163935,36.892143,31.818872,100,0,2021-02-14T01:15:00.0000000Z
20,20.693089,15.345573,1.212,30.779999,36.61,8.2,3.9080002,22.300001,-12.3157,36.991947,31.8169,100,0,2021-02-14T01:30:00.0000000Z
20,20.693089,15.345573,1.202,30.88,37.03,6.7000003,3.8810003,22.800001,-12.224921,36.996735,31.927074,100,0,2021-02-14T01:45:00.0000000Z
20,20.693089,15.345573,0.9480001,30.949999,36.98,6.6,3.8000002,21.800001,-12.188195,37.305004,32.133762,100,0,2021-02-14T02:00:00.0000000Z
20,20.693089,15.345573,0.95500004,31.01,37.219997,6.8,3.8000002,22.4,-12.129023,37.515453,32.23922,100,0,2021-02-14T02:15:00.0000000Z
20,20.693089,15.345573,0.96000004,31.109999,36.91,6.3,3.7890003,23.5,-11.921148,37.200745,32.340305,100,0,2021-02-14T02:30:00.0000000Z
20,20.693089,15.345573,0.95900005,31.15,37.03,6.2000003,3.782,21.800001,-12.227406,37.30926,32.239136,100,0,2021-02-14T02:45:00.0000000Z
20,20.693089,15.345573,0.96000004,30.439999,37.2,9,3.7770002,23.1,-12.508218,37.405067,32.339252,100,0,2021-02-14T03:00:00.0000000Z
20,20.693089,15.345573,1.212,30.84,36.399998,7.9,3.9600003,22.5,-12.1925745,36.678577,31.718943,100,0,2021-02-14T03:15:00.0000000Z
20,20.693089,20.519257,1.212,30.83,36.86,7.9,3.9950001,22.9,-11.889876,37.092083,31.927074,100,0,2021-02-14T03:30:00.0000000Z
20,20.589615,20.519257,1.2,30.99,36.54,8.400001,3.999,23.800001,-12.649539,36.885048,31.927074,100,0,2021-02-14T03:45:00.0000000Z
20,20.589615,20.519257,1.2010001,30.98,36.68,7.9,3.9600003,22.4,-13.150057,36.986725,31.927074,100,0,2021-02-14T04:00:00.0000000Z
20,20.589615,20.519257,1.2,30.98,36.98,7.8,3.9880002,23.2,-13.358038,37.306114,31.930614,100,0,2021-02-14T04:15:00.0000000Z
20,20.589615,20.519257,1.2030001,31.01,36.61,7.8,3.9620001,23,-13.304297,36.994762,32.032597,100,0,2021-02-14T04:30:00.0000000Z
20,20.589615,20.519257,1.2,30.88,36.95,7.8,3.8630002,23.300001,-13.36217,37.19844,31.930614,100,0,2021-02-14T04:45:00.0000000Z
20,20.589615,20.519257,1.2,30.96,36.76,7.8,3.9110003,23.7,-13.651018,37.094765,32.032597,100,0,2021-02-14T05:00:00.0000000Z
20,20.589615,20.519257,1.2,30.949999,36.75,7.4,3.8400002,23.4,-13.889818,37.092808,31.930614,100,0,2021-02-14T05:15:00.0000000Z
20,20.486767,25.66166,1.1960001,31,36.96,8.2,4,22,-13.9464445,37.29899,31.930614,100,0,2021-02-14T05:30:00.0000000Z
20,20.486767,25.66166,1.212,31.119999,36.75,8,3.9670002,23.5,-14.1581135,36.99075,32.03169,100,0,2021-02-14T05:45:00.0000000Z
20,20.486767,25.66166,1.199,31.099998,36.719997,7.5,3.9600003,22.4,-14.142425,36.98673,31.930614,100,0,2021-02-14T06:00:00.0000000Z
20,20.486767,25.66166,1.212,31.09,36.79,8.1,3.92,24.300001,-14.160789,37.092438,32.03688,100,0,2021-02-14T06:15:00.0000000Z
20,20.486767,25.66166,1.212,31.119999,36.68,7.6,3.946,22.6,-14.151042,36.986725,31.933977,100,0,2021-02-14T06:30:00.0000000Z
20,20.486767,25.66166,1.2,31.07,36.94,8.1,3.92,22.300001,-14.010307,37.19999,31.938591,100,0,2021-02-14T06:45:00.0000000Z
20,20.486767,25.66166,1.2080001,31.189999,36.69,8.1,3.9620001,23.5,-13.65125,37.098118,32.043552,100,0.333333333333333,2021-02-14T07:00:00.0000000Z
20,20.588041,15.466976,1.212,31.22,36.67,7.5,3.92,21.800001,-13.149992,36.99385,32.144264,100,0.333333333333333,2021-02-14T07:15:00.0000000Z
20,20.793772,10.311413,1.2240001,31.23,37.23,8.400001,3.8500001,22.6,-11.64686,37.513874,32.144264,100,0.333333333333333,2021-02-14T07:30:00.0000000Z
20,20.996693,0.16536713,0.90000004,31.429998,37.059998,5.9,3.5860002,21.4,-10.647731,37.302097,32.45364,100,0.333333333333333,2021-02-14T07:45:00.0000000Z
20,21.20678,0,0.648,31.289999,37.64,4.7000003,3.3600001,20,-9.645206,37.920235,32.759914,100,1,2021-02-14T08:00:00.0000000Z
20,21.516518,0,0.61200005,31.56,38.05,3.6000001,3.2530003,19.6,-9.139475,38.12398,32.974113,100,1,2021-02-14T08:15:00.0000000Z
20,21.718185,0,0.263,31.41,37.82,1.9,3.0800002,17.800001,-7.6401734,38.541294,33.389072,100,1,2021-02-14T08:30:00.0000000Z
20,21.818525,0,0.27600002,31.16,38.41,2.3,3.117,17.300001,-5.637973,38.749035,33.703228,100,1,2021-02-14T08:45:00.0000000Z
20,22.02024,0,0.264,31.199999,38.62,2.1000001,3.1200001,18.5,-4.1357765,38.32792,33.703228,100,1,2021-02-14T09:00:00.0000000Z
20,22.121569,0,0.277,31.33,38.68,2.3,2.88,16.300001,-3.1361046,38.963417,33.8092,100,1,2021-02-14T09:15:00.0000000Z
20,22.224434,0,0.272,31.4,38.52,2.1000001,2.96,17.2,-2.1347773,39.064907,34.017475,100,1,2021-02-14T09:30:00.0000000Z
20,22.537277,0,0.263,31.539999,38.77,2.2,2.5600002,14.5,-1.1322937,39.171516,34.224747,100,1,2021-02-14T09:45:00.0000000Z
20,22.537277,0,0.26900002,31.64,39.129997,2.1000001,2.585,14.6,-0.6322235,39.489143,34.32562,100,1,2021-02-14T10:00:00.0000000Z
20,22.74613,0,0,31.65,38.62,0,2.351,13.8,-0.09598608,39.588345,34.752323,100,1,2021-02-14T10:15:00.0000000Z
20,23.052597,0,0,31.33,38.11,0,2.3200002,13.400001,0.87093055,39.903435,34.954067,100,1,2021-02-14T10:30:00.0000000Z
20,23.153414,0,0,31.09,37.91,0,2.3600001,14,1.3719327,40.106594,35.15744,100,1,2021-02-14T10:45:00.0000000Z
20,23.254623,0,0,30.81,37.8,0,2.321,13.3,1.6601259,40.31304,35.35897,100,1,2021-02-14T11:00:00.0000000Z
20,23.35631,0,0,30.58,37.71,0,2.16,12.400001,1.6915425,40.61629,35.460228,100,1,2021-02-14T11:15:00.0000000Z
20,23.458323,0,0,30.34,37.6,0,2.16,6.8,1.8729384,38.542034,35.77501,100,1,2021-02-14T11:30:00.0000000Z
20,23.458323,0,0,30.22,37.07,0,1.9420002,6.8,2.0158331,37.5093,34.7256,100,1,2021-02-14T11:45:00.0000000Z
20,23.56248,0,0,30.13,36.559998,0,1.96,11.400001,2.3739877,39.618034,34.412716,100,1,2021-02-14T12:00:00.0000000Z
20,23.56248,0,0,30.019999,36.87,0,1.8050001,6.5,2.5343654,39.101574,35.77501,100,1,2021-02-14T12:15:00.0000000Z
20,23.56248,0,0,29.84,36.68,0,1.84,4.7000003,2.8746488,37.538685,35.66799,100,1,2021-02-14T12:30:00.0000000Z
20,23.56248,0,0,29.769999,36.059998,0,1.84,9.5,2.9369433,38.580753,34.7256,100,1,2021-02-14T12:45:00.0000000Z
20,23.56248,0,0,29.679998,36.12,0,1.8390001,9.400001,3.0681565,39.60149,35.252964,100,1,2021-02-14T13:00:00.0000000Z
20,23.56248,0,0,29.56,36.54,0,1.8800001,5.8,3.0603485,38.062016,35.762127,100,1,2021-02-14T13:15:00.0000000Z
20,23.56248,0,0,29.449999,36.01,0,1.84,6.7000003,3.093771,38.0638,34.715282,100,1,2021-02-14T13:30:00.0000000Z
20,23.56248,0,0,29.34,35.55,0,1.84,10.5,3.1432238,39.61129,34.40083,100,1,2021-02-14T13:45:00.0000000Z
20,23.56248,0,0,29.26,36.399998,0,1.84,8.1,3.2971804,37.516773,34.107986,100,1,2021-02-14T14:00:00.0000000Z
20,23.56248,0,0,29.15,35.55,0,2.2,7.5,3.1626766,35.969563,33.37949,100,1,2021-02-14T14:15:00.0000000Z
20,23.56248,0,0,29.07,34.989998,0,1.84,10.8,3.051454,39.144302,34.102306,100,1,2021-02-14T14:30:00.0000000Z
20,23.56248,0,0,28.98,35.75,0,1.8690001,6.7000003,2.9734447,38.6272,35.147118,100,1,2021-02-14T14:45:00.0000000Z
20,23.56248,0,0,28.88,35.68,0,1.84,5.1,2.8280878,37.094383,35.146667,100,1,2021-02-14T15:00:00.0000000Z
20,23.56248,0,0,28.789999,35.03,0,1.8410001,9.2,2.3741517,38.630596,34.411144,100,1,2021-02-14T15:15:00.0000000Z
20,23.459064,0,0,28.71,36.079998,0,1.8390001,8.2,2.2150924,38.599518,35.147118,100,1,2021-02-14T15:30:00.0000000Z
20,23.356682,0,0,28.599998,35.579998,0,2.16,6.4,1.8218316,36.01837,33.583637,100,1,2021-02-14T15:45:00.0000000Z
20,23.251783,0,0,28.539999,34.969997,0,2.3200002,12.7,1.2299219,37.59275,33.075737,100,0.666666666666667,2021-02-14T16:00:00.0000000Z
20,23.044056,0,0,28.47,35.11,0,2.2840002,12.7,0.372808,38.64843,33.59517,100,0.666666666666667,2021-02-14T16:15:00.0000000Z
20,22.944002,0,0,28.33,35.39,0,2.2800002,7.4,0.16440614,37.11548,34.3161,100,0.666666666666667,2021-02-14T16:30:00.0000000Z
20,22.84331,0,0,28.279999,34.6,0,2.2970002,11.6,-0.24575709,37.641045,33.59826,100,0.666666666666667,2021-02-14T16:45:00.0000000Z
20,22.742365,0,0,28.21,35.11,0,2.3200002,13.3,-0.6495115,38.68438,33.496582,100,0,2021-02-14T17:00:00.0000000Z
20,22.539549,0,0,28.099998,35.45,0,2.2800002,7.6,-0.73493886,37.137676,34.332172,100,0,2021-02-14T17:15:00.0000000Z
20,22.436037,0,0,28.019999,34.82,0,2.3200002,12.6,-1.1546786,38.201065,34.018196,100,0,2021-02-14T17:30:00.0000000Z
20,22.333986,0,0,27.949999,35.1,0,2.2810001,13.6,-1.4687195,39.223297,33.91648,100,0,2021-02-14T17:45:00.0000000Z
20,22.228748,0,0,27.83,35.78,0,2.3160002,13.6,-1.6490489,39.753563,34.647297,100,0,2021-02-14T18:00:00.0000000Z
20,22.123377,0,0,27.789999,36.28,0,2.321,12.5,-1.9219695,39.961807,35.15744,100,0,2021-02-14T18:15:00.0000000Z
20,22.0194,0,0.096,26.64,39.76,1.4,2.3600001,13.400001,-2.1445992,40.36917,35.15744,100,0,2021-02-14T18:30:00.0000000Z
20,22.0194,0,0.108,25.57,39.53,1.6,2.319,13,-2.3642063,39.74953,35.06455,100,0,2021-02-14T18:45:00.0000000Z
20,21.915222,0,0.096,23.88,39.46,1.9,2.4390001,14,-2.6534576,39.85553,34.754616,100,0,2021-02-14T19:00:00.0000000Z
20,21.812712,0,0.096,24.939999,39.21,1.6,2.44,14.400001,-2.8341193,39.541325,34.754616,100,0,2021-02-14T19:15:00.0000000Z
20,21.812712,0,0.096,26.619999,39.09,1.2,2.3600001,14.1,-2.8709824,39.087635,34.64698,100,0,2021-02-14T19:30:00.0000000Z
20,21.609974,0,0.19800001,28.349998,38.59,2.8,2.72,18.1,-2.7101243,38.56931,33.603104,100,0,2021-02-14T19:45:00.0000000Z
20,21.609974,0,0.264,29.81,37.899998,2.4,2.88,16.4,-2.850511,38.25701,33.17895,100,0,2021-02-14T20:00:00.0000000Z
20,21.509733,0,0.264,30.58,38.55,2.2,2.92,17.800001,-3.0558624,38.462345,33.60402,100,0,2021-02-14T20:15:00.0000000Z
20,21.509733,0,0.263,30.65,38.53,2.3,2.92,15.6,-2.621813,38.972294,33.705902,100,0,2021-02-14T20:30:00.0000000Z
20,21.408646,0,0.264,30.84,38.829998,2.4,2.88,17.1,-2.1305737,39.07165,33.810772,100,0,2021-02-14T20:45:00.0000000Z
20,21.408646,0,0.264,30.92,38.579998,1.9,2.88,16.6,-1.9641776,38.860718,33.91648,100,0,2021-02-14T21:00:00.0000000Z
20,21.408646,0,0.156,30.89,38.899998,1.2,2.88,16.4,-1.8798443,39.184704,34.12239,100,0,2021-02-14T21:15:00.0000000Z
20,21.408646,0,0.263,30.21,38.05,2.4,3.006,18.2,-1.789692,38.377636,33.496952,100,0,2021-02-14T21:30:00.0000000Z
20,21.408646,0,0.263,30.91,38.52,2.3,3.0400002,17,-1.8127956,38.890438,33.602264,100,0,2021-02-14T21:45:00.0000000Z
20,21.306927,0,0.272,31.01,38.43,2.2,3.0970001,18.6,-1.7748754,38.992462,33.703228,100,0,2021-02-14T22:00:00.0000000Z
20,21.306927,0,0.27100003,31.07,38.51,2.2,3.0000002,16.9,-1.7718679,38.891182,33.810772,100,0,2021-02-14T22:15:00.0000000Z
20,21.306927,0,0.264,31.15,38.559998,2.2,3.0400002,18.1,-1.7952809,38.90075,33.810772,100,0,2021-02-14T22:30:00.0000000Z
20,21.306927,0,0.263,31.199999,38.54,2.2,3.006,17.800001,-1.8638633,38.897343,33.810772,100,0,2021-02-14T22:45:00.0000000Z
20,21.306927,0,0.25500003,31.23,38.84,2.2,3.0030003,16.800001,-1.8698819,39.212063,33.810772,100,0,2021-02-14T23:00:00.0000000Z
20,21.20507,0,0.263,31.24,38.59,2.2,3.0400002,18.4,-1.9144367,38.896076,33.91648,100,0,2021-02-14T23:15:00.0000000Z
20,21.20507,0,0.264,31.289999,38.71,2.2,3.0700002,18.2,-1.880531,39.005676,33.91648,100,0,2021-02-14T23:30:00.0000000Z
20,21.20507,0,0.264,31.029999,38.469997,2.3,3.016,18.4,-1.6302172,38.79544,33.91648,100,0,2021-02-14T23:45:00.0000000Z
20,21.20507,0,0.432,30.26,38.05,3.6000001,3.2400002,18.4,-1.5881957,38.485603,33.49561,100,0,2021-02-15T00:00:00.0000000Z
20,21.20507,0,0.42000002,31.32,38.66,3.5,3.2,18.300001,-1.6002318,38.90698,33.60227,100,0,2021-02-15T00:15:00.0000000Z
20,21.101734,0,0.432,31.39,38.43,3.5,3.16,18,-1.7493894,38.699932,33.703228,100,0,2021-02-15T00:30:00.0000000Z
22,21.101734,94.91329,0.432,31.46,38.489998,3.5,3.163,18.300001,-2.6318598,38.90815,33.703228,100,0,2021-02-15T00:45:00.0000000Z
22,21.101734,94.91329,1.1800001,29.49,37.25,10.3,3.7640002,24.1,-3.1328323,37.401794,32.020184,100,0,2021-02-15T01:00:00.0000000Z
22,21.101734,94.91329,1.212,30.67,37.329998,8.8,3.8400002,21.7,-3.6337745,37.713356,32.329525,100,0,2021-02-15T01:15:00.0000000Z
22,21.101734,94.91329,1.222,30.859999,37.649998,9.5,3.8020003,23.2,-3.910033,37.92024,32.5321,100,0,2021-02-15T01:30:00.0000000Z
22,21.101734,94.91329,1.2110001,31.09,37.44,8.8,3.8400002,22.6,-4.191094,37.712105,32.5321,100,0,2021-02-15T01:45:00.0000000Z
22,21.206007,89.699646,1.2110001,31.17,37.59,9.2,3.7890003,22.1,-4.634823,37.91735,32.63306,100,0,2021-02-15T02:00:00.0000000Z
